# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	86288	86857	+							ECIAI39_RS00375	570		old_locus_tag=ECIAI39_0074
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	86288	86857	+	WP_000868329.1	WP_000868329.1		hypothetical protein			ECIAI39_RS00375	570	189	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	87087	88745	-					sgrR		ECIAI39_RS00380	1659		old_locus_tag=ECIAI39_0075
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	87087	88745	-	WP_001138632.1	WP_001138632.1		DNA-binding transcriptional regulator SgrR	sgrR		ECIAI39_RS00380	1659	552	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	88834	88965	+					sgrT		ECIAI39_RS00385	132		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	88834	88965	+	WP_001248768.1	WP_001248768.1		glucose uptake inhibitor SgrT	sgrT		ECIAI39_RS00385	132	43	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	89073	89678	-					leuD		ECIAI39_RS00390	606		old_locus_tag=ECIAI39_0076
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	89073	89678	-	WP_000818231.1	WP_000818231.1		3-isopropylmalate dehydratase small subunit	leuD		ECIAI39_RS00390	606	201	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	89689	91089	-					leuC		ECIAI39_RS00395	1401		old_locus_tag=ECIAI39_0077
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	89689	91089	-	WP_001140652.1	WP_001140652.1		3-isopropylmalate dehydratase large subunit	leuC		ECIAI39_RS00395	1401	466	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	91092	92183	-					leuB		ECIAI39_RS00400	1092		old_locus_tag=ECIAI39_0078
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	91092	92183	-	WP_000042356.1	WP_000042356.1		3-isopropylmalate dehydrogenase	leuB		ECIAI39_RS00400	1092	363	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	92183	93754	-					leuA		ECIAI39_RS00405	1572		old_locus_tag=ECIAI39_0079
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	92183	93754	-	WP_000082846.1	WP_000082846.1		2-isopropylmalate synthase	leuA		ECIAI39_RS00405	1572	523	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	93847	93933	-					leuL		ECIAI39_RS00410	87		old_locus_tag=ECIAI39_4937
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	93847	93933	-	WP_001300467.1	WP_001300467.1		leu operon leader peptide	leuL		ECIAI39_RS00410	87	28	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	94592	95536	+					leuO		ECIAI39_RS00415	945		old_locus_tag=ECIAI39_0080
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	94592	95536	+	WP_001361829.1	WP_001361829.1		transcriptional regulator LeuO	leuO		ECIAI39_RS00415	945	314	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	95690	95734	-							ECIAI39_RS00420	45		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	95690	95734	-	WP_120795371.1	WP_120795371.1		protein YabR			ECIAI39_RS00420	45	14	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	95852	97576	+					ilvI		ECIAI39_RS00425	1725		old_locus_tag=ECIAI39_0081
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	95852	97576	+	WP_000425651.1	WP_000425651.1		acetolactate synthase 3 large subunit	ilvI		ECIAI39_RS00425	1725	574	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	97579	98070	+					ilvN		ECIAI39_RS00430	492		old_locus_tag=ECIAI39_0082
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	97579	98070	+	WP_001353460.1	WP_001353460.1		acetolactate synthase small subunit	ilvN		ECIAI39_RS00430	492	163	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	98082	98168	+							ECIAI39_RS00435	87		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	98082	98168	+	WP_001303787.1	WP_001303787.1		fruR/shl operon leader peptide			ECIAI39_RS00435	87	28	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	98250	99254	+					cra		ECIAI39_RS00440	1005		old_locus_tag=ECIAI39_0083
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	98250	99254	+	WP_000762401.1	WP_000762401.1		catabolite repressor/activator	cra		ECIAI39_RS00440	1005	334	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	99856	100314	+					mraZ		ECIAI39_RS00445	459		old_locus_tag=ECIAI39_0084
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	99856	100314	+	WP_001295770.1	WP_001295770.1		division/cell wall cluster transcriptional repressor MraZ	mraZ		ECIAI39_RS00445	459	152	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	100316	101257	+					rsmH		ECIAI39_RS00450	942		old_locus_tag=ECIAI39_0085
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	100316	101257	+	WP_000970463.1	WP_000970463.1		16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH		ECIAI39_RS00450	942	313	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	101254	101619	+					ftsL		ECIAI39_RS00455	366		old_locus_tag=ECIAI39_0086
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	101254	101619	+	WP_000625658.1	WP_000625658.1		cell division protein FtsL	ftsL		ECIAI39_RS00455	366	121	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	101635	103401	+					ftsI		ECIAI39_RS00460	1767		old_locus_tag=ECIAI39_0087
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	101635	103401	+	WP_000642212.1	WP_000642212.1		peptidoglycan glycosyltransferase FtsI	ftsI		ECIAI39_RS00460	1767	588	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	103388	104875	+					murE		ECIAI39_RS00465	1488		old_locus_tag=ECIAI39_0088
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	103388	104875	+	WP_000785125.1	WP_000785125.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	murE		ECIAI39_RS00465	1488	495	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	104872	106230	+					murF		ECIAI39_RS00470	1359		old_locus_tag=ECIAI39_0089
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	104872	106230	+	WP_000626668.1	WP_000626668.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF		ECIAI39_RS00470	1359	452	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	106224	107306	+					mraY		ECIAI39_RS00475	1083		old_locus_tag=ECIAI39_0090
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	106224	107306	+	WP_000964122.1	WP_000964122.1		phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		ECIAI39_RS00475	1083	360	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	107309	108625	+					murD		ECIAI39_RS00480	1317		old_locus_tag=ECIAI39_0091
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	107309	108625	+	WP_000796455.1	WP_000796455.1		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD		ECIAI39_RS00480	1317	438	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	108625	109869	+					ftsW		ECIAI39_RS00485	1245		old_locus_tag=ECIAI39_0092
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	108625	109869	+	WP_001295532.1	WP_001295532.1		cell division protein FtsW	ftsW		ECIAI39_RS00485	1245	414	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	109866	110933	+					murG		ECIAI39_RS00490	1068		old_locus_tag=ECIAI39_0093
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	109866	110933	+	WP_000016564.1	WP_000016564.1		undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG		ECIAI39_RS00490	1068	355	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	110987	112462	+					murC		ECIAI39_RS00495	1476		old_locus_tag=ECIAI39_0094
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	110987	112462	+	WP_001096047.1	WP_001096047.1		UDP-N-acetylmuramate--L-alanine ligase	murC		ECIAI39_RS00495	1476	491	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	112455	113375	+					ddlB		ECIAI39_RS00500	921		old_locus_tag=ECIAI39_0095
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	112455	113375	+	WP_000130067.1	WP_000130067.1		D-alanine--D-alanine ligase	ddlB		ECIAI39_RS00500	921	306	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	113377	114207	+					ftsQ		ECIAI39_RS00505	831		old_locus_tag=ECIAI39_0096
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	113377	114207	+	WP_000075738.1	WP_000075738.1		cell division protein FtsQ	ftsQ		ECIAI39_RS00505	831	276	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	114204	115466	+					ftsA		ECIAI39_RS00510	1263		old_locus_tag=ECIAI39_0097
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	114204	115466	+	WP_000588474.1	WP_000588474.1		cell division protein FtsA	ftsA		ECIAI39_RS00510	1263	420	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	115528	116679	+					ftsZ		ECIAI39_RS00515	1152		old_locus_tag=ECIAI39_0098
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	115528	116679	+	WP_000462776.1	WP_000462776.1		cell division protein FtsZ	ftsZ		ECIAI39_RS00515	1152	383	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	116780	117697	+					lpxC		ECIAI39_RS00520	918		old_locus_tag=ECIAI39_0099
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	116780	117697	+	WP_000595482.1	WP_000595482.1		UDP-3-O-acyl-N-acetylglucosamine deacetylase	lpxC		ECIAI39_RS00520	918	305	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	117928	118440	+					secM		ECIAI39_RS00525	513		old_locus_tag=ECIAI39_0100
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	117928	118440	+	WP_000014316.1	WP_000014316.1		secA translation cis-regulator SecM	secM		ECIAI39_RS00525	513	170	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	118502	121207	+					secA		ECIAI39_RS00530	2706		old_locus_tag=ECIAI39_0101
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	118502	121207	+	WP_000905780.1	WP_000905780.1		preprotein translocase subunit SecA	secA		ECIAI39_RS00530	2706	901	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	121267	121665	+					mutT		ECIAI39_RS00535	399		old_locus_tag=ECIAI39_0102
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	121267	121665	+	WP_000736037.1	WP_000736037.1		8-oxo-dGTP diphosphatase MutT	mutT		ECIAI39_RS00535	399	132	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	121753	121950	-					yacG		ECIAI39_RS00540	198		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	121753	121950	-	WP_000005042.1	WP_000005042.1		DNA gyrase inhibitor YacG	yacG		ECIAI39_RS00540	198	65	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	121960	122703	-					zapD		ECIAI39_RS00545	744		old_locus_tag=ECIAI39_0103
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	121960	122703	-	WP_001194736.1	WP_001194736.1		cell division protein ZapD	zapD		ECIAI39_RS00545	744	247	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	122703	123323	-					coaE		ECIAI39_RS00550	621		old_locus_tag=ECIAI39_0104
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	122703	123323	-	WP_001269524.1	WP_001269524.1		dephospho-CoA kinase	coaE		ECIAI39_RS00550	621	206	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	123348	123392	+							ECIAI39_RS24770	45		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	123348	123392	+	WP_120795372.1	WP_120795372.1		protein YacM			ECIAI39_RS24770	45	14	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	123548	124591	+					guaC		ECIAI39_RS00555	1044		old_locus_tag=ECIAI39_0105
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	123548	124591	+	WP_001217337.1	WP_001217337.1		GMP reductase	guaC		ECIAI39_RS00555	1044	347	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	124626	125828	-					hofC		ECIAI39_RS00560	1203		old_locus_tag=ECIAI39_0106
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	124626	125828	-	WP_000157220.1	WP_000157220.1		protein transport protein HofC	hofC		ECIAI39_RS00560	1203	400	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	125818	127203	-					gspE		ECIAI39_RS00565	1386		old_locus_tag=ECIAI39_0107
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	125818	127203	-	WP_001025161.1	WP_001025161.1		type II secretion system protein GspE	gspE		ECIAI39_RS00565	1386	461	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	127213	127653	-					ppdD		ECIAI39_RS00570	441		old_locus_tag=ECIAI39_0108
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	127213	127653	-	WP_000360914.1	WP_000360914.1		prepilin peptidase-dependent pilin	ppdD		ECIAI39_RS00570	441	146	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	127856	128749	-					nadC		ECIAI39_RS00575	894		old_locus_tag=ECIAI39_0109
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	127856	128749	-	WP_001135167.1	WP_001135167.1		carboxylating nicotinate-nucleotide diphosphorylase	nadC		ECIAI39_RS00575	894	297	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	128837	129388	+					ampD		ECIAI39_RS00580	552		old_locus_tag=ECIAI39_0110
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	128837	129388	+	WP_000923703.1	WP_000923703.1		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	ampD		ECIAI39_RS00580	552	183	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	129385	130239	+					ampE		ECIAI39_RS00585	855		old_locus_tag=ECIAI39_0111
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	129385	130239	+	WP_000171985.1	WP_000171985.1		beta-lactamase regulator AmpE	ampE		ECIAI39_RS00585	855	284	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	130282	131655	-					aroP		ECIAI39_RS00590	1374		old_locus_tag=ECIAI39_0112
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	130282	131655	-	WP_012602166.1	WP_012602166.1		aromatic amino acid transporter AroP	aroP		ECIAI39_RS00590	1374	457	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	132196	132960	+					pdhR		ECIAI39_RS00595	765		old_locus_tag=ECIAI39_0113
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	132196	132960	+	WP_000331776.1	WP_000331776.1		pyruvate dehydrogenase complex transcriptional repressor PdhR	pdhR		ECIAI39_RS00595	765	254	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	133121	135784	+					aceE		ECIAI39_RS00600	2664		old_locus_tag=ECIAI39_0114
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	133121	135784	+	WP_000003822.1	WP_000003822.1		pyruvate dehydrogenase (acetyl-transferring), homodimeric type	aceE		ECIAI39_RS00600	2664	887	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	135799	137691	+					aceF		ECIAI39_RS00605	1893		old_locus_tag=ECIAI39_0115
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	135799	137691	+	WP_000963533.1	WP_000963533.1		pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase	aceF		ECIAI39_RS00605	1893	630	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	137899	139323	+					lpdA		ECIAI39_RS00610	1425		old_locus_tag=ECIAI39_0116
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	137899	139323	+	WP_000102485.1	WP_000102485.1		dihydrolipoyl dehydrogenase	lpdA		ECIAI39_RS00610	1425	474	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	139394	141247	-					yacH		ECIAI39_RS00615	1854		old_locus_tag=ECIAI39_0117
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	139394	141247	-	WP_000784437.1	WP_000784437.1		DUF3300 domain-containing protein	yacH		ECIAI39_RS00615	1854	617	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	141602	144199	+					acnB		ECIAI39_RS00620	2598		old_locus_tag=ECIAI39_0118
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	141602	144199	+	WP_001295775.1	WP_001295775.1		bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	acnB		ECIAI39_RS00620	2598	865	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	144374	144736	+					yacL		ECIAI39_RS00625	363		old_locus_tag=ECIAI39_0119
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	144374	144736	+	WP_000384306.1	WP_000384306.1		protein YacL	yacL		ECIAI39_RS00625	363	120	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	144774	145568	-					speD		ECIAI39_RS00630	795		old_locus_tag=ECIAI39_0120
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	144774	145568	-	WP_000734287.1	WP_000734287.1		adenosylmethionine decarboxylase	speD		ECIAI39_RS00630	795	264	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	145584	146450	-					speE		ECIAI39_RS00635	867		old_locus_tag=ECIAI39_0121
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	145584	146450	-	WP_000818414.1	WP_000818414.1		polyamine aminopropyltransferase	speE		ECIAI39_RS00635	867	288	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	146556	146903	-					yacC		ECIAI39_RS00640	348		old_locus_tag=ECIAI39_0122
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	146556	146903	-	WP_001295568.1	WP_001295568.1		YacC family pilotin-like protein	yacC		ECIAI39_RS00640	348	115	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	147069	148619	+					cueO		ECIAI39_RS00645	1551		old_locus_tag=ECIAI39_0123
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	147069	148619	+	WP_001189642.1	WP_001189642.1		multicopper oxidase CueO	cueO		ECIAI39_RS00645	1551	516	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	148666	151056	-					gcd		ECIAI39_RS00650	2391		old_locus_tag=ECIAI39_0124
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	148666	151056	-	WP_012602167.1	WP_012602167.1		quinoprotein glucose dehydrogenase	gcd		ECIAI39_RS00650	2391	796	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	151262	151798	+					hpt		ECIAI39_RS00655	537		old_locus_tag=ECIAI39_0125
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	151262	151798	+	WP_000683335.1	WP_000683335.1		hypoxanthine phosphoribosyltransferase	hpt		ECIAI39_RS00655	537	178	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	151839	152501	-					can		ECIAI39_RS00660	663		old_locus_tag=ECIAI39_0126
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	151839	152501	-	WP_000651604.1	WP_000651604.1		carbonate dehydratase	can		ECIAI39_RS00660	663	220	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	152610	153536	+					yadG		ECIAI39_RS00665	927		old_locus_tag=ECIAI39_0127
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	152610	153536	+	WP_000150637.1	WP_000150637.1		ABC transporter ATP-binding protein	yadG		ECIAI39_RS00665	927	308	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	153533	154303	+					yadH		ECIAI39_RS00670	771		old_locus_tag=ECIAI39_0128
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	153533	154303	+	WP_000972208.1	WP_000972208.1		ABC transporter permease	yadH		ECIAI39_RS00670	771	256	
