# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	141649	142665	+	KFI39715.1			Transcriptional regulator, LacI family			BACT_0415	1017	338	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	143282	144277	+							BACT_0416	996		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	143282	144277	+	KFI39716.1			PfkB family ribokinase			BACT_0416	996	331	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	144598	147951	+							BACT_0417	3354		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	144598	147951	+	KFI39717.1			isoleucyl-tRNA synthetase			BACT_0417	3354	1117	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	148108	149313	-							BACT_0418	1206		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	148108	149313	-	KFI39718.1			putative aminotransferase			BACT_0418	1206	401	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	149371	150312	-							BACT_0419	942		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	149371	150312	-	KFI39719.1			aldo/keto reductase			BACT_0419	942	313	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	151069	153942	+							BACT_0420	2874		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	151069	153942	+	KFI39720.1			ABC transporter ATP-binding protein			BACT_0420	2874	957	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	153966	154817	-							BACT_0421	852		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	153966	154817	-	KFI39721.1			phospholipase			BACT_0421	852	283	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	154979	155761	-							BACT_0422	783		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	154979	155761	-	KFI39722.1			glutamate racemase			BACT_0422	783	260	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	155995	156645	-							BACT_0423	651		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	155995	156645	-	KFI39723.1			putative vitamin K epoxide reductase family protein			BACT_0423	651	216	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	156742	157692	+							BACT_0424	951		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	156742	157692	+	KFI39724.1			PHP domain containing protein			BACT_0424	951	316	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	157764	157988	-							BACT_0425	225		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	157764	157988	-	KFI39725.1			putative ATP-binding protein			BACT_0425	225	74	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	158076	159917	-							BACT_0426	1842		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	158076	159917	-	KFI39726.1			putative aminoglycoside phosphotransferase			BACT_0426	1842	613	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	160086	161615	+							BACT_0427	1530		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	160086	161615	+	KFI39727.1			UvrD/REP helicase			BACT_0427	1530	509	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	161706	163361	-							BACT_0428	1656		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	161706	163361	-	KFI39728.1			hypothetical protein			BACT_0428	1656	551	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	163479	164447	+							BACT_0429	969		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	163479	164447	+	KFI39729.1			hypothetical protein			BACT_0429	969	322	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	164492	164944	+							BACT_0430	453		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	164492	164944	+	KFI39730.1			hypothetical protein			BACT_0430	453	150	
gene	tRNA	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	165124	165200	-							BACT_tRNA28	77		
tRNA		GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	165124	165200	-				tRNA-Val			BACT_tRNA28	77		
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	165355	167055	+							BACT_0431	1701		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	165355	167055	+	KFI39731.1			hypothetical protein			BACT_0431	1701	566	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	167201	168853	+							BACT_0432	1653		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	167201	168853	+	KFI39732.1			hydrolase			BACT_0432	1653	550	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	168995	169735	+							BACT_0433	741		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	168995	169735	+	KFI39733.1			DNA repair protein RecO			BACT_0433	741	246	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	169732	170526	+							BACT_0434	795		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	169732	170526	+	KFI39734.1			undecaprenyl pyrophosphate synthetase			BACT_0434	795	264	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	170706	172136	+							BACT_0435	1431		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	170706	172136	+	KFI39735.1			aminobenzoyl-glutamate utilization protein B			BACT_0435	1431	476	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	172323	173531	+							BACT_0436	1209		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	172323	173531	+	KFI39736.1			transporter major facilitator superfamily MFS_1			BACT_0436	1209	402	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	173623	175050	+							BACT_0437	1428		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	173623	175050	+	KFI39737.1			aminobenzoyl-glutamate utilization protein B			BACT_0437	1428	475	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	175143	176663	-							BACT_0438	1521		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	175143	176663	-	KFI39738.1			beta-fructofuranosidase			BACT_0438	1521	506	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	176736	178031	-							BACT_0439	1296		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	176736	178031	-	KFI39739.1			galactoside permease			BACT_0439	1296	431	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	178248	179300	-							BACT_0440	1053		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	178248	179300	-	KFI39740.1			LacI family transcriptional regulator			BACT_0440	1053	350	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	179518	179892	-							BACT_0441	375		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	179518	179892	-	KFI39741.1			hypothetical protein			BACT_0441	375	124	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	180175	181692	+							BACT_0442	1518		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	180175	181692	+	KFI39742.1			glycyl-tRNA synthetase			BACT_0442	1518	505	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	181712	182875	+							BACT_0443	1164		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	181712	182875	+	KFI39743.1			tRNA-dihydrouridine synthase			BACT_0443	1164	387	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	183077	184285	+							BACT_0444	1209		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	183077	184285	+	KFI39744.1			cell division protein FtsZ			BACT_0444	1209	402	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	184332	184823	+							BACT_0445	492		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	184332	184823	+	KFI39745.1			hypothetical protein			BACT_0445	492	163	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	184870	185163	+							BACT_0446	294		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	184870	185163	+	KFI39746.1			putative integral membrane protein			BACT_0446	294	97	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	185322	186674	+							BACT_0447	1353		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	185322	186674	+	KFI39747.1			DivIVA family cell division protein			BACT_0447	1353	450	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	186691	187239	+							BACT_0448	549		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	186691	187239	+	KFI39748.1			lipoprotein signal peptidase			BACT_0448	549	182	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	187236	188159	+							BACT_0449	924		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	187236	188159	+	KFI39749.1			ribosomal large subunit pseudouridine synthase D			BACT_0449	924	307	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	188314	191877	+							BACT_0450	3564		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	188314	191877	+	KFI39750.1			DNA polymerase III subunit alpha			BACT_0450	3564	1187	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	191971	192672	+							BACT_0451	702		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	191971	192672	+	KFI39751.1			hypothetical protein			BACT_0451	702	233	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	192800	194137	+							BACT_0452	1338		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	192800	194137	+	KFI39752.1			glutamine synthetase type I			BACT_0452	1338	445	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	194119	195129	-							BACT_0453	1011		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	194119	195129	-	KFI39753.1			hypothetical protein			BACT_0453	1011	336	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	195131	199240	-							BACT_0454	4110		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	195131	199240	-	KFI39754.1			ATP-dependent helicase HrpA			BACT_0454	4110	1369	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	199237	199872	-							BACT_0455	636		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	199237	199872	-	KFI39755.1			16S RNA methylase			BACT_0455	636	211	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	200096	201625	+							BACT_0456	1530		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	200096	201625	+	KFI39756.1			GTP-binding protein HflX			BACT_0456	1530	509	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	201817	202779	+							BACT_0457	963		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	201817	202779	+	KFI39757.1			L-lactate dehydrogenase			BACT_0457	963	320	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	202860	203843	+							BACT_0458	984		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	202860	203843	+	KFI39758.1			cation efflux protein			BACT_0458	984	327	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	203927	204664	-							BACT_0459	738		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	203927	204664	-	KFI39759.1			SOS-response transcriptional repressor, LexA			BACT_0459	738	245	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	204812	205165	+							BACT_0460	354		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	204812	205165	+	KFI39760.1			peptidoglycan-binding LysM			BACT_0460	354	117	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	205227	205703	+							BACT_0461	477		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	205227	205703	+	KFI39761.1			NrdR family transcriptional regulator			BACT_0461	477	158	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	205741	208011	-							BACT_0462	2271		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	205741	208011	-	KFI39762.1			DNA or RNA helicase, Superfamily 1			BACT_0462	2271	756	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	208353	208868	+							BACT_0463	516		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	208353	208868	+	KFI39763.1			protein mraZ			BACT_0463	516	171	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	208868	209953	+							BACT_0464	1086		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	208868	209953	+	KFI39764.1			S-adenosyl-methyltransferase MraW			BACT_0464	1086	361	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	209956	210480	+							BACT_0465	525		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	209956	210480	+	KFI39765.1			hypothetical protein			BACT_0465	525	174	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	210477	212360	+							BACT_0466	1884		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	210477	212360	+	KFI39766.1			peptidoglycan synthetase, penicillin-binding protein 3			BACT_0466	1884	627	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	212419	213513	+							BACT_0467	1095		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	212419	213513	+	KFI39767.1			putative UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase			BACT_0467	1095	364	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	213617	215176	+							BACT_0468	1560		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	213617	215176	+	KFI39768.1			UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase MurF			BACT_0468	1560	519	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	215173	216276	+							BACT_0469	1104		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	215173	216276	+	KFI39769.1			phospho-N-acetylmuramoyl-pentapeptide- transferas e			BACT_0469	1104	367	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	216333	217784	+							BACT_0470	1452		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	216333	217784	+	KFI39770.1			UDP-N-acetylmuramoylalanine--D-glutamate ligase MurD			BACT_0470	1452	483	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	217771	219069	+							BACT_0471	1299		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	217771	219069	+	KFI39771.1			cell division protein FtsW			BACT_0471	1299	432	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	219147	220331	+							BACT_0472	1185		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	219147	220331	+	KFI39772.1			UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase			BACT_0472	1185	394	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	220442	222067	+							BACT_0473	1626		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	220442	222067	+	KFI39773.1			UDP-N-acetylmuramate--L-alanine ligase			BACT_0473	1626	541	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	222064	223383	+							BACT_0474	1320		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	222064	223383	+	KFI39774.1			cell division protein			BACT_0474	1320	439	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	223398	223883	-							BACT_0475	486		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	223398	223883	-	KFI39775.1			D-tyrosyl-tRNA(Tyr) deacylase			BACT_0475	486	161	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	223912	224802	+							BACT_0476	891		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	223912	224802	+	KFI39776.1			deoxyribonucleoside regulator			BACT_0476	891	296	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	225563	226864	+							BACT_0477	1302		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	225563	226864	+	KFI39777.1			site-specific recombinase, phage integrase family			BACT_0477	1302	433	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	226931	227215	-							BACT_0478	285		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	226931	227215	-	KFI39778.1			hypothetical protein			BACT_0478	285	94	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	227226	228224	-							BACT_0479	999		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	227226	228224	-	KFI39779.1			peptidase, M23 family			BACT_0479	999	332	
